id,private,size,nace,region,weight
3205,1,L,N,22,1
3206,1,L,C,22,1
3207,1,L,C,22,1
3208,1,M,N,22,13
3209,1,L,J,22,1
3210,1,S,H,22,50
3211,1,L,C,22,1
3212,1,L,G,22,1
3213,1,L,C,22,1
3214,0,L,K.L,22,1
3215,1,S,C,22,44
3216,0,L,O,22,1
3217,1,L,C,22,1
3218,1,L,C,22,1
3219,1,L,C,22,1
3220,1,L,C,22,1
3221,1,L,N,14,2
3222,1,L,G,22,2
3223,1,L,G,22,1
3224,1,M,G,22,22
3225,1,L,N,22,1
3226,0,L,H,22,1
3227,0,M,O,22,5
3228,1,S,K.L,22,9
3229,1,M,G,22,22
3230,1,L,K.L,14,1
3231,1,L,H,22,1
3232,0,L,H,22,1
3233,0,M,Q,22,13
3234,1,S,J,22,6
3235,1,L,C,22,1
3236,1,L,C,04,1
3237,1,L,K.L,22,1
3238,1,L,C,22,1
3239,1,L,C,22,1
3240,1,L,H,22,2
3241,0,L,K.L,22,1
3242,1,M,C,22,15
3243,1,M,I,22,1
3244,0,L,D.E,22,1
3245,0,L,C,22,1
3246,0,L,P,22,1
3247,1,L,C,22,1
3248,0,L,K.L,22,2
3249,1,L,C,22,1
3250,0,M,R.S,22,7
3251,0,L,H,22,1
3252,0,L,D.E,22,1
3253,1,L,C,22,1
3254,1,L,J,22,1
3255,1,L,C,22,1
3256,1,L,C,22,1
3257,0,L,O,22,1
3258,1,S,I,20,40
3259,1,M,R.S,20,1
3260,1,M,F,20,15
3261,1,S,F,20,383
3262,1,L,C,20,2
3263,1,M,G,20,1
3264,1,L,C,28,1
3265,1,L,C,20,1
3266,1,M,C,20,22
3267,1,L,C,20,1
3268,1,L,C,20,1
3269,1,S,N,20,11
3270,0,M,K.L,20,1
3271,0,L,O,20,1
3272,0,L,R.S,20,1
3273,1,M,N,20,2
3274,1,L,N,20,2
3275,1,M,P,20,5
3276,1,M,M,20,1
3277,1,L,C,20,1
3278,1,M,G,20,2
3279,1,S,I,20,40
3280,1,M,C,08,11
3281,0,L,D.E,08,2
3282,1,L,N,08,1
3283,1,M,C,08,12
3284,1,L,C,08,1
3285,1,M,C,32,15
3286,1,S,G,32,344
3287,1,L,C,08,1
3288,1,L,C,08,2
3289,1,S,K.L,08,6
3290,0,L,P,08,1
3291,0,L,Q,08,1
3292,0,M,R.S,08,1
3293,1,L,H,08,2
3294,0,M,Q,08,1
3295,1,M,C,08,12
3296,1,L,C,08,1
3297,0,L,P,08,1
3298,0,S,D.E,30,2
3299,1,L,I,08,1
3300,1,L,I,08,2
3301,1,L,I,08,1
3302,1,L,I,08,1
3303,0,M,O,08,5
3304,0,L,O,08,1
3305,0,L,O,08,1
3306,0,S,O,08,1
3307,0,S,O,08,1
3308,0,S,O,08,1
3309,0,S,O,08,1
3310,0,S,Q,30,19
3311,1,L,C,08,1
3312,0,L,Q,32,1
3313,1,L,C,08,1
3314,1,L,K.L,08,1
3315,0,M,D.E,08,1
3316,1,L,I,02,1
3317,1,L,C,08,2
3318,1,L,C,08,2
3319,0,L,O,08,1
3320,1,S,K.L,08,12
3321,1,L,C,08,1
3322,0,M,O,08,5
3323,0,M,M,08,1
3324,1,L,H,08,1
3325,1,L,C,08,1
3326,0,S,O,08,1
3327,1,L,N,12,1
3328,0,M,Q,08,9
3329,1,L,C,08,1
3330,0,M,P,08,1
3331,1,L,C,08,1
3332,1,S,D.E,08,1
3333,1,L,C,14,1
3334,1,L,J,22,1
3335,1,L,C,24,1
3336,1,L,C,22,1
3337,1,M,D.E,22,8
3338,0,S,Q,22,12
3339,1,M,J,22,9
3340,1,M,D.E,22,1
3341,1,S,G,22,611
3342,1,S,C,22,193
3343,1,L,C,22,1
3344,1,L,F,22,1
3345,1,S,D.E,22,2
3346,0,L,O,22,1
3347,0,M,R.S,22,1
3348,1,L,C,22,1
3349,1,M,F,22,15
3350,0,L,D.E,22,1
3351,1,L,C,18,1
3352,1,L,C,22,1
3353,1,L,C,22,1
3354,0,L,Q,22,1
3355,0,L,P,22,1
3356,1,L,C,22,1
3357,0,L,F,22,1
3358,1,M,C,22,14
3359,1,M,C,22,15
3360,0,M,K.L,22,2
3361,1,L,C,22,1
3362,1,L,C,04,1
3363,1,L,I,22,1
3364,1,L,I,22,1
3365,1,L,I,22,1
3366,1,L,I,22,1
3367,1,L,I,22,1
3368,1,L,C,22,1
3369,1,L,G,22,1
3370,0,L,Q,22,1
3371,1,S,D.E,22,2
3372,1,L,C,28,1
3373,1,M,R.S,22,2
3374,0,L,R.S,22,1
3375,0,L,Q,22,1
3376,1,L,K.L,22,1
3377,1,L,G,24,1
3378,1,M,K.L,22,1
3379,0,L,P,22,1
3380,1,L,N,02,2
3381,1,L,H,22,1
3382,0,M,P,22,6
3383,1,L,F,22,1
3384,1,L,G,22,1
3385,1,S,K.L,28,20
3386,1,M,G,22,17
3387,1,M,G,22,22
3388,1,S,J,22,6
3389,1,M,F,22,1
3390,1,L,F,22,1
3391,1,L,J,22,1
3392,1,L,G,22,2
3393,0,L,R.S,22,1
3394,1,S,R.S,22,65
3395,1,S,R.S,22,28
3396,1,M,M,22,2
3397,1,M,F,22,19
3398,1,M,C,22,18
3399,1,L,G,22,1
3400,1,L,M,22,1
3401,1,L,F,22,1
3402,0,L,R.S,22,1
3403,1,L,C,22,1
3404,1,S,K.L,22,11
3405,1,L,I,22,1
3406,1,L,N,22,2
3407,1,M,G,22,16
3408,1,M,G,22,1
3409,0,L,D.E,22,1
3410,1,M,Q,22,14
3411,1,M,M,22,14
3412,1,L,F,22,2
3413,0,L,Q,22,1
3414,1,L,C,22,1
3415,1,L,G,26,1
3416,1,L,F,30,2
3417,0,L,Q,22,1
3418,1,L,C,02,16
3419,0,M,D.E,02,7
3420,1,L,C,02,1
3421,1,L,C,02,1
3422,0,L,Q,02,1
3423,1,L,G,14,1
3424,1,S,Q,02,11
3425,1,M,I,02,1
3426,1,L,D.E,16,1
3427,1,L,D.E,02,1
3428,0,L,C,02,1
3429,1,L,C,02,1
3430,1,L,C,02,1
3431,1,L,C,02,1
3432,0,M,K.L,02,6
3433,1,L,C,02,1
3434,1,L,F,02,2
3435,1,L,N,02,2
3436,1,L,C,02,1
3437,1,L,I,02,1
3438,1,L,I,02,1
3439,1,L,I,02,1
3440,1,L,I,02,1
3441,1,L,C,02,1
3442,1,L,G,02,1
3443,1,L,C,02,1
3444,0,S,O,02,1
3445,0,L,O,02,1
3446,0,L,O,02,1
3447,0,S,O,02,1
3448,1,L,G,02,1
3449,0,L,C,10,17
3450,0,S,R.S,02,4
3451,1,M,D.E,02,2
3452,0,L,C,02,1
3453,0,L,C,16,1
3454,1,L,C,02,16
3455,0,L,P,02,6
3456,1,L,Q,02,1
3457,0,L,Q,02,1
3458,1,L,D.E,02,1
3459,0,L,Q,02,1
3460,1,L,C,02,1
3461,0,L,K.L,02,1
3462,1,L,K.L,14,1
3463,1,M,J,12,10
3464,0,M,R.S,24,9
3465,1,L,C,24,20
3466,1,S,I,24,75
3467,1,L,H,24,2
3468,0,M,J,24,1
3469,1,L,H,24,1
3470,1,L,C,18,1
3471,1,L,C,24,1
3472,1,L,F,24,1
3473,0,L,P,24,7
3474,1,L,H,24,1
3475,1,L,C,24,2
3476,1,L,C,24,1
3477,1,M,G,24,24
3478,1,L,G,24,1
3479,1,M,J,24,1
3480,1,S,J,24,8
3481,1,S,J,24,17
3482,1,M,G,12,23
3483,1,M,I,24,2
3484,1,L,C,24,1
3485,1,M,F,24,1
3486,1,L,G,24,1
3487,0,L,D.E,24,1
3488,1,M,M,24,1
3489,1,L,I,24,2
3490,1,L,I,24,1
3491,1,L,I,24,1
3492,1,L,I,24,1
3493,1,L,I,24,1
3494,1,L,C,08,1
3495,1,L,J,24,1
3496,1,L,C,24,1
3497,1,L,D.E,24,1
3498,1,L,C,24,2
3499,1,S,F,24,275
3500,1,S,G,24,403
3501,1,L,C,24,20
3502,1,L,C,24,1
3503,1,L,C,24,1
3504,1,L,G,24,1
3505,1,S,N,24,10
3506,1,L,G,24,1
3507,1,M,N,24,17
3508,0,L,Q,24,1
3509,1,L,C,24,1
3510,0,L,M,24,1
3511,0,L,Q,24,1
3512,1,L,C,24,1
3513,1,L,G,24,1
3514,1,M,F,24,19
3515,1,M,H,24,22
3516,1,L,C,24,1
3517,1,L,C,14,1
3518,1,S,C,24,145
3519,1,L,G,24,1
3520,1,L,N,24,2
3521,1,L,G,24,1
3522,1,S,M,24,30
3523,1,L,I,24,1
3524,1,L,N,24,1
3525,1,S,D.E,24,2
3526,1,S,H,24,35
3527,1,L,M,24,1
3528,0,L,Q,24,1
3529,1,S,J,24,8
3530,0,L,Q,24,2
3531,1,L,H,24,1
3532,1,S,H,24,103
3533,0,M,D.E,24,6
3534,0,L,D.E,24,1
3535,1,M,R.S,24,2
3536,0,L,P,24,6
3537,0,L,D.E,24,1
3538,1,M,P,24,7
3539,1,L,H,24,1
3540,1,L,C,24,1
3541,1,L,F,24,1
3542,1,L,C,24,1
3543,1,L,H,14,1
3544,1,L,G,24,1
3545,1,S,Q,24,13
3546,1,L,C,24,1
3547,0,M,P,24,7
3548,1,L,C,24,1
3549,1,M,H,24,23
3550,1,L,N,24,1
3551,1,S,R.S,24,57
3552,0,L,C,24,1
3553,1,S,R.S,24,4
3554,1,M,J,24,1
3555,1,L,C,24,1
3556,0,L,Q,24,1
3557,1,M,F,24,22
3558,1,M,K.L,24,7
3559,1,L,J,24,1
3560,0,L,K.L,24,1
3561,1,S,C,24,52
3562,1,L,C,16,1
3563,1,L,C,24,1
3564,0,M,Q,24,14
3565,1,L,C,24,1
3566,1,S,C,24,53
3567,1,S,M,24,30
3568,1,M,F,24,1
3569,1,L,C,24,1
3570,1,S,D.E,24,2
3571,1,S,M,24,84
3572,1,L,J,24,1
3573,1,L,C,24,1
3574,1,L,C,12,1
3575,1,S,C,24,146
3576,1,M,I,24,14
3577,1,L,F,24,1
3578,1,L,G,24,1
3579,1,L,C,14,1
3580,1,L,G,24,1
3581,1,S,Q,24,13
3582,1,L,F,24,1
3583,1,L,M,24,1
3584,1,S,N,24,32
3585,1,S,F,24,275
3586,0,L,Q,24,1
3587,1,S,Q,24,17
3588,1,M,P,24,7
3589,1,L,G,24,1
3590,1,S,P,24,17
3591,1,M,P,24,7
3592,1,S,K.L,24,18
3593,1,L,C,24,1
3594,1,M,C,24,21
3595,1,S,C,24,52
3596,0,L,N,24,2
3597,1,L,N,24,1
3598,1,L,N,24,1
3599,0,L,R.S,24,1
3600,1,L,G,24,1
3601,1,M,I,24,14
3602,1,L,C,24,1
3603,1,M,M,24,16
3604,1,L,N,24,2
3605,1,M,I,24,1
3606,0,M,P,24,7
3607,0,M,P,24,6
3608,1,M,F,24,22
3609,1,L,C,06,1
3610,0,L,F,24,1
3611,1,S,Q,24,13
3612,1,L,Q,16,1
3613,1,L,I,24,2
3614,1,L,N,24,1
3615,1,L,N,24,2
3616,1,L,D.E,24,1
3617,1,M,P,24,7
3618,1,L,C,16,1
3619,1,L,K.L,24,1
3620,1,L,C,24,1
3621,1,M,M,24,15
3622,1,L,C,30,1
3623,0,L,D.E,30,1
3624,0,L,D.E,10,1
3625,1,L,G,02,1
3626,1,M,F,30,25
3627,1,S,H,30,35
3628,1,L,C,30,1
3629,1,L,C,30,1
3630,1,L,C,30,1
3631,1,L,H,30,1
3632,1,L,C,10,1
3633,1,L,C,30,1
3634,1,M,F,30,1
3635,0,L,H,30,1
3636,1,M,G,30,25
3637,1,L,C,30,1
3638,0,L,C,30,1
3639,1,M,C,30,18
3640,1,L,F,30,1
3641,1,L,C,30,1
3642,1,L,C,30,1
3643,1,M,F,30,1
3644,1,L,C,30,2
3645,1,M,D.E,30,2
3646,0,L,D.E,30,1
3647,1,L,C,30,2
3648,1,L,G,30,2
3649,0,S,O,30,1
3650,1,S,Q,30,19
3651,0,L,D.E,30,1
3652,1,L,C,30,1
3653,0,L,C,30,1
3654,0,L,O,30,1
3655,1,S,F,30,366
3656,1,L,C,30,1
3657,1,M,H,30,40
3658,1,L,C,30,1
3659,1,L,C,30,1
3660,1,L,J,30,1
3661,1,S,R.S,30,65
3662,1,L,C,30,1
3663,1,M,C,30,219
3664,0,M,P,26,6
3665,0,L,Q,26,1
3666,1,L,M,14,1
3667,1,L,G,26,2
3668,1,L,C,06,1
3669,1,L,C,12,1
3670,1,M,N,26,1
3671,1,S,F,26,257
3672,1,S,I,26,24
3673,1,L,C,26,1
3674,1,L,G,26,1
3675,0,L,H,26,2
3676,1,M,F,26,2
3677,0,M,D.E,26,1
3678,0,L,O,26,5
3679,1,S,M,26,114
3680,1,L,G,26,19
3681,1,M,F,26,2
3682,1,L,H,10,1
3683,1,M,M,26,2
3684,0,M,K.L,26,1
3685,1,L,C,26,1
3686,1,M,F,26,12
3687,0,S,O,26,1
3688,0,M,D.E,26,2
3689,1,M,F,26,1
3690,0,M,R.S,26,1
3691,1,L,G,26,1
3692,0,M,R.S,26,1
3693,1,S,R.S,26,93
3694,1,L,C,26,1
3695,1,M,K.L,26,2
3696,1,S,H,26,129
3697,1,M,G,24,25
3698,1,L,K.L,24,1
3699,1,L,D.E,24,1
3700,0,L,P,24,1
3701,1,L,G,24,1
3702,0,L,D.E,24,1
3703,0,L,O,24,1
3704,1,L,C,24,1
3705,0,L,R.S,24,1
3706,1,M,H,12,26
3707,1,L,C,24,1
3708,1,M,J,24,1
3709,1,M,R.S,24,2
3710,1,M,R.S,14,65
3711,0,M,O,12,5
3712,1,L,C,12,1
3713,1,L,C,04,1
3714,1,L,C,12,1
3715,0,L,D.E,24,1
3716,1,L,C,30,1
3717,0,M,P,24,6
3718,0,M,P,24,7
3719,1,L,K.L,24,1
3720,0,L,H,24,1
3721,1,S,D.E,24,3
3722,1,L,C,24,2
3723,0,L,Q,24,1
3724,1,L,C,24,1
3725,1,L,C,12,1
3726,1,L,C,24,1
3727,1,L,C,24,1
3728,1,L,C,24,1
3729,1,L,D.E,24,1
3730,1,L,F,24,1
3731,1,L,D.E,24,1
3732,1,M,F,24,22
3733,1,L,C,24,1
3734,1,M,H,24,38
3735,1,L,G,24,1
3736,1,M,J,24,12
3737,1,L,G,24,2
3738,1,L,C,24,1
3739,1,M,G,24,24
3740,1,M,H,24,39
3741,0,L,N,24,1
3742,0,L,K.L,24,1
3743,1,L,C,24,1
3744,1,L,G,24,1
3745,0,L,M,24,1
3746,1,L,H,24,1
3747,0,L,M,24,1
3748,1,L,K.L,24,1
3749,1,M,F,24,1
3750,1,L,F,24,2
3751,0,L,O,24,1
3752,1,L,C,24,1
3753,1,M,C,24,30
3754,1,L,F,24,2
3755,1,L,F,24,1
3756,1,S,K.L,24,19
3757,1,S,K.L,24,19
3758,1,L,C,24,1
3759,1,L,C,24,1
3760,0,L,K.L,24,1
3761,0,L,M,24,1
3762,0,L,M,24,2
3763,1,L,F,24,2
3764,1,L,G,24,1
3765,1,S,F,24,275
3766,1,L,M,24,2
3767,1,L,C,24,1
3768,1,L,C,24,1
3769,1,L,F,12,1
3770,1,L,C,24,1
3771,1,L,C,24,2
3772,0,L,D.E,24,1
3773,1,L,C,32,1
3774,0,M,Q,24,12
3775,1,L,H,24,1
3776,1,L,C,24,1
3777,1,L,D.E,24,1
3778,1,L,C,24,1
3779,0,L,K.L,24,1
3780,0,L,C,24,1
3781,1,S,C,24,145
3782,1,L,D.E,24,1
3783,1,L,G,24,1
3784,0,L,K.L,24,1
3785,1,L,H,24,2
3786,0,L,C,24,1
3787,1,L,F,24,1
3788,1,L,G,24,1
3789,1,L,G,24,1
3790,1,L,H,24,1
3791,1,M,F,24,1
3792,1,L,C,24,1
3793,1,L,D.E,24,1
3794,0,L,D.E,24,1
3795,0,L,Q,24,1
3796,0,L,Q,24,1
3797,0,L,Q,24,1
3798,1,L,N,24,1
3799,1,L,F,24,1
3800,1,S,M,24,85
3801,1,L,H,24,1
3802,0,M,R.S,24,1
3803,0,M,P,24,7
3804,1,M,M,24,15
3805,1,L,F,24,1
3806,1,S,I,24,75
3807,0,L,Q,24,1
3808,1,L,H,24,1
3809,1,L,C,24,1
3810,1,L,G,24,1
3811,1,L,G,24,1
3812,1,L,G,24,1
3813,1,L,G,02,1
3814,1,L,G,32,1
3815,1,L,G,30,1
3816,1,L,G,22,1
3817,1,L,G,12,2
3818,1,L,G,06,1
3819,1,L,G,14,1
3820,1,L,G,24,1
3821,1,L,I,24,1
3822,1,L,I,24,1
3823,1,L,Q,24,12
3824,1,L,C,24,1
3825,0,L,K.L,24,1
3826,1,L,K.L,24,1
3827,1,L,F,24,1
3828,1,L,C,24,1
3829,1,S,J,24,18
3830,0,L,O,24,1
3831,1,L,C,24,1
3832,1,L,C,12,1
3833,1,L,N,24,1
3834,1,S,F,12,83
3835,1,L,G,24,1
3836,1,L,G,22,146
3837,1,L,G,26,19
3838,1,L,K.L,12,15
3839,0,L,D.E,24,1
3840,1,L,C,26,1
3841,0,L,Q,24,1
3842,0,L,H,24,1
3843,1,L,C,24,1
3844,1,L,C,24,1
3845,1,L,C,24,1
3846,0,L,M,24,1
3847,1,L,G,24,1
3848,1,L,G,24,1
3849,0,L,K.L,24,1
3850,1,S,K.L,24,7
3851,1,L,J,24,1
3852,1,L,C,24,1
3853,1,S,F,24,78
3854,1,L,M,24,1
3855,1,L,N,24,2
3856,1,S,R.S,24,58
3857,1,L,C,12,1
3858,0,L,D.E,14,1
3859,0,L,D.E,06,1
3860,0,L,D.E,10,1
3861,0,L,D.E,04,1
3862,1,L,G,24,1
3863,1,S,H,24,35
3864,1,L,G,24,1
3865,1,L,G,24,1
3866,0,L,I,24,1
3867,0,L,D.E,24,1
3868,1,S,G,24,136
3869,1,L,C,24,1
3870,1,L,C,24,1
3871,1,L,C,24,1
3872,1,L,C,02,1
3873,1,L,C,24,1
3874,1,M,Q,24,12
3875,1,L,F,24,1
3876,1,L,M,30,1
3877,1,L,C,24,1
3878,1,L,C,16,1
3879,0,L,H,24,1
3880,1,S,H,24,36
3881,0,L,H,24,1
3882,1,L,C,24,1
3883,1,L,G,24,2
3884,0,L,H,24,1
3885,1,M,D.E,12,1
3886,1,L,Q,24,1
3887,0,M,Q,24,12
3888,1,L,C,24,1
3889,1,L,F,24,1
3890,1,M,F,24,22
3891,1,L,C,26,1
3892,1,L,C,24,1
3893,1,L,C,30,1
3894,1,L,C,24,1
3895,0,L,D.E,24,1
3896,1,L,C,24,1
3897,0,L,C,24,1
3898,1,L,C,24,1
3899,1,M,G,24,20
3900,1,L,C,24,1
3901,1,L,C,24,1
3902,1,L,F,24,2
3903,1,L,G,24,2
3904,0,L,Q,24,1
3905,1,L,H,24,2
3906,0,L,Q,24,1
3907,0,L,J,24,1
3908,1,M,K.L,24,8
3909,0,M,K.L,24,7
3910,0,L,Q,24,1
3911,1,L,C,24,20
3912,0,L,O,24,1
3913,0,L,O,24,1
3914,0,L,O,24,1
3915,0,L,O,24,1
3916,0,S,O,12,1
3917,0,L,O,24,1
3918,0,L,H,24,2
3919,0,M,Q,24,12
3920,0,S,O,24,1
3921,0,M,O,24,6
3922,0,S,O,24,1
3923,0,S,O,24,1
3924,1,M,I,24,43
3925,0,M,R.S,24,9
3926,0,L,P,24,6
3927,1,L,G,24,1
3928,0,L,F,24,1
3929,0,L,D.E,24,1
3930,0,L,Q,24,1
3931,0,L,K.L,24,1
3932,1,M,N,16,9
3933,0,M,Q,24,12
3934,0,L,K.L,24,1
3935,1,L,C,24,1
3936,0,M,H,24,23
3937,1,L,C,24,1
3938,0,L,Q,24,1
3939,1,L,G,24,1
3940,1,M,H,20,2
3941,0,L,O,24,6
3942,0,L,O,24,1
3943,1,L,C,24,1
3944,1,L,C,24,1
3945,0,L,R.S,24,1
3946,1,S,D.E,24,3
3947,1,L,G,24,1
3948,1,L,J,14,1
3949,1,L,N,24,1
3950,1,S,C,24,53
3951,1,S,H,24,36
3952,1,S,G,24,403
3953,1,L,C,24,1
3954,1,L,H,24,1
3955,1,M,F,24,18
3956,1,S,M,24,84
3957,0,M,R.S,24,1
3958,1,S,Q,24,17
3959,1,S,H,24,36
3960,1,L,C,24,1
3961,1,L,C,16,1
3962,0,L,H,24,1
3963,0,L,H,30,1
3964,0,L,H,24,1
3965,1,L,F,24,1
3966,1,L,F,24,1
3967,1,M,F,24,1
3968,1,L,J,24,1
3969,1,S,K.L,24,6
3970,1,L,N,24,1
3971,0,L,O,24,1
3972,1,L,C,24,1
3973,1,L,C,24,1
3974,1,L,G,24,2
3975,1,L,G,24,1
3976,1,L,F,24,1
3977,1,L,G,24,2
3978,1,L,C,24,1
3979,1,L,C,24,1
3980,1,M,M,24,1
3981,1,L,J,12,2
3982,1,M,D.E,24,7
3983,1,L,F,24,2
3984,0,L,C,24,1
3985,1,L,F,24,1
3986,1,S,M,24,84
3987,1,L,N,24,1
3988,1,L,F,24,1
3989,1,S,C,24,52
3990,1,L,N,24,2
3991,1,L,G,24,1
3992,0,L,D.E,24,1
3993,1,L,P,24,6
3994,0,L,Q,24,12
3995,1,S,F,24,275
3996,1,L,Q,24,1
3997,1,L,F,24,1
3998,1,L,F,24,2
3999,1,M,M,24,1
4000,1,L,F,24,1
4001,1,L,C,24,1
4002,1,L,J,24,1
4003,1,L,Q,28,1
4004,1,M,H,28,1
4005,1,S,F,28,73
4006,1,S,C,28,46
4007,1,L,H,28,1
4008,1,S,F,28,222
4009,1,L,C,28,1
4010,0,M,R.S,28,1
4011,0,L,D.E,28,1
4012,0,L,O,28,1
4013,1,M,I,28,10
4014,1,M,F,28,2
4015,1,L,G,28,2
4016,1,M,I,28,9
4017,1,L,C,28,1
4018,0,L,P,28,1
4019,1,L,C,28,1
4020,1,M,K.L,28,2
4021,1,L,C,28,1
4022,1,L,Q,28,1
4023,1,L,Q,28,1
4024,1,M,H,28,7
4025,0,M,D.E,28,1
4026,1,S,G,28,258
4027,1,M,C,28,15
4028,1,S,N,28,19
4029,1,L,C,26,1
4030,1,L,F,26,1
4031,0,L,O,26,1
4032,0,M,D.E,26,1
4033,1,L,D.E,26,1
4034,1,L,C,26,1
4035,1,L,C,26,1
4036,1,L,C,26,1
4037,1,M,C,26,19
4038,1,L,H,26,2
4039,1,M,H,26,35
4040,1,M,H,26,11
4041,1,M,G,26,1
4042,1,L,G,26,1
4043,0,L,J,26,1
4044,1,L,H,26,2
4045,1,L,N,26,2
4046,1,M,F,26,1
4047,1,L,J,26,1
4048,1,L,C,26,1
4049,1,L,G,26,2
4050,1,L,N,26,2
4051,1,L,C,24,1
4052,1,M,J,26,2
4053,1,M,J,26,1
4054,1,L,C,32,2
4055,1,L,C,26,1
4056,1,L,G,26,1
4057,1,M,F,26,13
4058,1,S,N,26,21
4059,1,M,K.L,26,1
4060,1,L,C,26,1
4061,1,L,F,26,1
4062,1,L,G,26,2
4063,1,L,G,26,1
4064,1,M,J,26,1
4065,1,L,D.E,26,1
4066,1,L,H,26,1
4067,1,L,C,26,1
4068,1,L,C,26,1
4069,1,L,C,26,2
4070,1,L,G,26,2
4071,1,L,K.L,26,1
4072,0,L,O,26,1
4073,0,L,O,26,1
4074,0,L,O,26,1
4075,0,S,O,26,1
4076,0,S,O,26,1
4077,0,S,O,26,1
4078,1,M,J,26,2
4079,0,S,O,26,1
4080,0,L,R.S,26,1
4081,1,L,C,16,1
4082,0,M,D.E,26,1
4083,1,M,C,26,19
4084,1,M,F,26,2
4085,1,L,C,26,1
4086,1,L,G,12,1
4087,0,L,Q,26,1
4088,1,M,I,26,2
4089,0,L,P,26,1
4090,0,L,P,26,1
4091,0,L,Q,26,1
4092,1,L,C,26,1
4093,0,M,M,26,2
4094,1,L,H,26,1
4095,0,M,P,26,8
4096,1,L,C,26,15
4097,1,M,D.E,24,13
4098,1,M,M,26,2
4099,1,M,C,26,19
4100,1,M,D.E,26,1
4101,1,M,F,26,1
4102,0,L,Q,26,1
4103,1,L,C,26,1
4104,1,L,C,26,1
4105,0,M,M,26,2
4106,0,L,C,26,1
4107,1,M,M,26,7
4108,0,M,O,26,4
4109,1,L,G,26,2
4110,1,L,C,12,1
4111,1,L,F,30,1
4112,1,L,G,30,1
4113,1,L,J,30,1
4114,1,L,C,12,1
4115,1,M,M,30,1
4116,1,L,Q,30,1
4117,1,M,J,30,2
4118,1,L,C,30,1
4119,1,L,I,30,1
4120,1,L,M,30,2
4121,1,L,F,30,1
4122,1,L,F,30,1
4123,0,L,Q,30,1
4124,1,S,F,30,367
4125,1,S,F,30,124
4126,1,L,C,30,1
4127,1,S,H,30,34
4128,1,L,C,30,1
4129,1,L,H,30,1
4130,1,L,M,30,1
4131,1,L,C,30,1
4132,1,L,N,30,1
4133,1,L,C,30,1
4134,1,L,C,30,1
4135,1,L,C,30,1
4136,1,L,F,30,1
4137,1,L,C,32,1
4138,1,M,I,30,2
4139,1,L,C,32,1
4140,1,L,C,30,1
4141,1,L,F,14,1
4142,0,M,R.S,30,1
4143,1,L,R.S,30,2
4144,1,L,C,30,2
4145,1,L,H,30,2
4146,1,S,C,30,58
4147,1,M,F,30,19
4148,1,L,C,30,1
4149,1,L,J,30,2
4150,1,L,C,30,18
4151,1,L,C,30,1
4152,1,L,C,30,1
4153,1,S,H,30,35
4154,1,M,I,30,1
4155,1,L,G,30,1
4156,1,L,F,30,1
4157,0,L,O,30,1
4158,1,S,N,30,32
4159,1,L,C,30,2
4160,1,L,H,30,1
4161,0,M,R.S,30,1
4162,0,L,H,30,1
4163,0,L,O,30,1
4164,0,M,P,30,7
4165,1,M,G,10,15
4166,1,L,D.E,30,1
4167,0,M,H,30,24
4168,1,M,H,30,40
4169,1,M,F,30,1
4170,1,S,N,30,32
4171,1,S,N,30,15
4172,1,M,M,30,14
4173,1,L,G,30,1
4174,1,L,C,30,1
4175,1,M,D.E,14,1
4176,1,M,K.L,30,1
4177,0,L,R.S,30,1
4178,1,L,Q,02,1
4179,1,L,C,30,1
4180,1,S,F,30,367
4181,1,L,C,30,1
4182,1,L,F,30,1
4183,1,S,J,30,16
4184,0,L,Q,30,2
4185,1,M,C,30,18
4186,1,L,G,04,1
4187,1,M,G,08,1
4188,1,L,H,30,1
4189,1,M,J,30,1
4190,1,L,H,30,2
4191,1,L,M,30,1
4192,0,M,O,30,5
4193,0,M,M,30,1
4194,1,L,C,30,1
4195,0,L,M,30,1
4196,1,L,F,30,1
4197,1,L,C,30,1
4198,1,L,C,30,1
4199,1,L,F,30,2
4200,0,L,Q,30,1
4201,1,L,N,30,1
4202,1,S,C,30,58
4203,1,L,G,30,2
4204,0,L,D.E,30,1
4205,1,L,C,30,1
4206,1,L,C,30,1
4207,1,M,R.S,30,2
4208,1,L,N,30,1
4209,1,L,C,08,1
4210,1,M,R.S,30,1
4211,1,S,H,30,34
4212,1,L,J,14,1
4213,1,M,R.S,30,2
4214,1,L,N,30,2
4215,0,S,D.E,30,1
4216,0,L,D.E,30,1
4217,1,M,M,30,1
4218,1,L,N,04,1
4219,1,S,N,30,33
4220,1,M,P,30,8
4221,1,S,I,30,35
4222,0,L,P,30,1
4223,1,M,P,30,9
4224,1,L,C,30,1
4225,0,L,P,30,1
4226,1,S,Q,30,19
4227,1,L,G,04,1
4228,1,L,G,30,2
4229,1,L,P,30,1
4230,1,L,H,30,1
4231,1,L,C,30,1
4232,1,M,F,30,1
4233,1,L,C,30,1
4234,1,L,F,30,1
4235,1,L,C,30,1
4236,1,L,C,30,18
4237,1,L,F,30,1
4238,1,M,J,30,1
4239,1,M,J,30,10
4240,1,M,D.E,30,6
4241,1,L,C,30,2
4242,1,M,H,30,40
4243,1,M,G,24,20
4244,0,L,D.E,30,1
4245,1,S,N,30,14
4246,1,M,H,30,40
4247,1,L,M,30,2
4248,1,L,G,30,1
4249,1,M,G,30,30
4250,1,L,C,08,1
4251,1,L,N,30,1
